City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Tilichiki,60.4667,166.1,-17.77,88,80,4.38,RU,1637689075
Casper,42.8666,-106.3131,13.34,17,1,12.96,US,1637689059
Tula,54.2044,37.6111,-8.13,85,8,1.8,RU,1637689075
Chapais,49.7834,-74.8492,-7.12,82,100,4.44,CA,1637689076
Lubango,-14.9172,13.4925,18.29,62,64,2.75,AO,1637689076
Kaduqli,11.0167,29.7167,25.95,20,72,3.93,SD,1637689077
Winsum,53.33,6.5208,8.32,95,96,3.62,NL,1637689077
Ilulissat,69.2167,-51.1,-11.99,56,75,2.06,GL,1637689078
Quatre Cocos,-20.2078,57.7625,25.06,74,43,3.16,MU,1637689078
Guerrero Negro,27.9769,-114.0611,22.21,52,67,3.92,MX,1637688793
Lagan,45.3929,47.3707,9.84,74,100,3.02,RU,1637689079
Bhatkal,13.9667,74.5667,26.39,84,65,2.23,IN,1637689079
San Miguel de Tucumán,-26.8241,-65.2226,19.0,100,90,3.6,AR,1637689079
Forsytheganj,52.6333,29.7333,-2.75,94,99,1.62,BY,1637689080
Kapenguria,1.2511,35.0895,16.8,46,47,1.33,KE,1637689080
Mookane,-23.688,26.6595,24.52,21,1,2.71,BW,1637689081
Nouadhibou,20.931,-17.0347,29.99,45,93,4.63,MR,1637689081
Gamba,-2.65,10.0,23.98,85,100,1.24,GA,1637689081
Kodinsk,58.6881,99.1844,-8.43,95,86,2.23,RU,1637689082
Shimoda,34.6667,138.95,7.84,61,0,13.21,JP,1637689082
Santiago del Estero,-27.7951,-64.2615,26.25,58,97,1.4,AR,1637689083
Ostrovnoy,68.0531,39.5131,-8.73,90,97,3.38,RU,1637689083
Nantucket,41.2835,-70.0995,6.06,56,90,8.75,US,1637689084
Uyemskiy,64.4743,40.8524,-3.97,93,90,4.0,RU,1637689084
Shaunavon,49.6501,-108.4181,1.88,57,76,4.22,CA,1637689085
Arroyo de la Encomienda,41.6096,-4.7969,5.96,91,90,5.66,ES,1637689085
Saurimo,-9.6608,20.3916,21.92,81,95,2.06,AO,1637689086
Ilabaya,-17.4208,-70.5133,23.26,41,100,4.68,PE,1637689086
Zaysan,47.4667,84.8667,-1.3,83,100,0.87,KZ,1637689086
Paharpur,32.1038,70.9724,18.8,15,1,1.19,PK,1637689087
Twentynine Palms,34.1356,-116.0542,22.81,16,100,1.38,US,1637689087
Pevek,69.7008,170.3133,-28.84,99,50,1.36,RU,1637689088
Grand-Lahou,5.1367,-5.0242,27.21,79,22,3.88,CI,1637689088
Nezhinka,51.7676,55.3694,-6.91,93,75,1.0,RU,1637689089
Escanaba,45.7453,-87.0646,1.63,73,1,3.6,US,1637689089
Cockburn Town,21.4612,-71.1419,27.57,72,59,5.68,TC,1637688859
Skibbereen,51.55,-9.2667,3.89,69,12,1.38,IE,1637689090
Camopi,3.1655,-52.3158,32.65,45,76,1.51,GF,1637689091
Korla,41.7597,86.1469,-1.82,57,7,0.72,CN,1637689091
Killybegs,54.6333,-8.45,8.84,80,67,5.44,IE,1637689092
Port Hedland,-20.3167,118.5667,26.03,78,96,3.09,AU,1637689092
Ambilobe,-13.2,49.05,24.46,83,64,1.52,MG,1637689093
High Level,58.5169,-117.136,-16.94,78,90,6.17,CA,1637689094
Lasem,-6.6922,111.4527,25.16,91,100,4.05,ID,1637689094
Mporokoso,-9.3727,30.125,18.79,85,91,1.45,ZM,1637689095
Klyuchi,52.2667,79.1667,-1.74,85,87,7.52,RU,1637689095
Vao,-22.6667,167.4833,23.24,76,92,4.4,NC,1637689095
Sumter,28.7086,-82.0831,18.47,60,0,5.26,US,1637689096
Anito,12.4497,125.2886,25.45,90,91,3.61,PH,1637689096
Cervo,43.6702,-7.4101,11.65,80,100,9.26,ES,1637689097
Kieta,-6.2167,155.6333,26.47,84,96,1.69,PG,1637689097
Fare,-16.7,-151.0167,26.64,73,91,1.48,PF,1637689097
Saint-Joseph,-21.3667,55.6167,24.21,77,54,2.74,RE,1637689098
Bac Lieu,9.285,105.7244,25.66,86,67,6.67,VN,1637689098
Arlit,18.7369,7.3853,28.89,14,14,3.33,NE,1637689099
Eydhafushi,5.1033,73.0708,27.45,72,90,6.63,MV,1637689099
Esperance,-33.8667,121.9,13.91,71,60,3.01,AU,1637689096
Sterling,39.0062,-77.4286,7.0,47,40,0.45,US,1637689100
Broken Hill,-31.95,141.4333,21.84,64,75,4.12,AU,1637689101
Beringovskiy,63.05,179.3167,-22.0,88,18,4.1,RU,1637689101
Prudentópolis,-25.2131,-50.9778,33.45,20,21,1.66,BR,1637689101
Tautira,-17.7333,-149.15,29.01,75,77,0.79,PF,1637689102
Kologriv,58.8275,44.3178,-11.05,93,60,2.38,RU,1637689102
Yelizovo,53.1873,158.3805,-2.92,80,75,1.0,RU,1637689103
Andreapol',56.6513,32.2664,-4.0,51,23,3.39,RU,1637689103
Poya,-21.35,165.15,23.99,88,93,2.51,NC,1637689104
Birao,10.2849,22.7882,25.17,23,43,2.74,CF,1637689104
Tessalit,20.1986,1.0114,28.05,24,94,3.76,ML,1637688983
Kaeo,-35.1,173.7833,16.29,96,92,2.58,NZ,1637689105
Angoche,-16.2325,39.9086,26.83,80,81,6.5,MZ,1637689105
Altar,30.7,-111.8167,25.29,26,98,4.4,MX,1637689106
Shingū,33.7333,135.9833,9.24,72,15,6.03,JP,1637689107
Kununurra,-15.7667,128.7333,25.99,94,90,0.51,AU,1637689107
Tyukalinsk,55.8732,72.1967,-6.73,90,100,7.52,RU,1637689107
Skellefteå,64.7507,20.9528,0.2,69,75,3.09,SE,1637689108
Wajir,1.7471,40.0573,29.8,47,66,4.2,KE,1637689108
Susanville,40.4163,-120.653,8.94,64,19,2.24,US,1637689109
Abu Samrah,35.3029,37.1841,15.87,52,12,2.4,SY,1637689109
Ubari,26.5921,12.7805,21.45,25,99,2.2,LY,1637689110
Zonguldak,41.25,31.8333,8.75,90,100,0.44,TR,1637689110
Kruisfontein,-34.0033,24.7314,15.49,77,78,2.63,ZA,1637689111
Maragogi,-9.0122,-35.2225,29.24,62,59,5.51,BR,1637689112
Carlyle,38.6103,-89.3726,7.38,46,29,3.13,US,1637689112
Omsukchan,62.5333,155.8,-24.92,92,47,0.95,RU,1637689112
Husavik,66.0449,-17.3389,-0.05,81,100,4.28,IS,1637689113
Río Gallegos,-51.6226,-69.2181,16.03,33,40,18.01,AR,1637689113
Ulladulla,-35.35,150.4667,17.65,92,100,1.34,AU,1637688860
Bhiwandi,19.3,73.0667,28.92,77,60,1.15,IN,1637689114
Wellington,-41.2866,174.7756,11.81,87,11,2.57,NZ,1637688998
Miraflores,19.2167,-98.8083,19.42,59,75,1.21,MX,1637689114
Darhan,49.4867,105.9228,-13.25,92,22,2.08,MN,1637689115
Morondava,-20.2833,44.2833,26.44,81,98,2.7,MG,1637689115
Codrington,-38.2667,141.9667,13.57,96,100,2.46,AU,1637689116
Bozhou,33.8772,115.7703,4.72,47,0,3.53,CN,1637689117
Ardabil,38.2498,48.2933,7.58,60,0,4.44,IR,1637689118
Puerto Lumbreras,37.5633,-1.8097,11.73,60,21,0.36,ES,1637689118
Broome,42.2506,-75.833,2.06,66,90,2.24,US,1637689119
Thap Than,15.4606,99.8917,23.58,88,92,1.08,TH,1637689119
Kāzerūn,29.6195,51.6541,17.04,69,1,1.27,IR,1637689120
Teya,60.3778,92.6267,-6.64,95,100,1.58,RU,1637689120
Jieshou,33.2634,115.3611,5.39,48,0,3.83,CN,1637689121
Warrington,53.3925,-2.5802,9.37,90,90,0.89,GB,1637689121
Vizinga,61.0749,50.1031,-6.32,92,100,4.23,RU,1637689122
Inuvik,68.3499,-133.7218,-21.44,77,90,1.03,CA,1637689122
Mitchell,43.7094,-98.0298,14.3,36,1,6.71,US,1637689121
Morón,-34.6534,-58.6198,28.34,26,0,2.68,AR,1637689123
Anchorage,61.2181,-149.9003,-12.62,85,90,0.0,US,1637689067
Snåase,64.2457,12.3778,4.67,98,100,6.74,NO,1637689124
Dhidhdhoo,6.8833,73.1,27.49,75,98,5.73,MV,1637689124
Comodoro Rivadavia,-45.8667,-67.5,27.92,21,0,13.89,AR,1637689124
Laguna,38.421,-121.4238,17.91,77,75,0.0,US,1637689125
Sundarnagar,31.5333,76.8833,12.6,39,0,2.24,IN,1637689125
Verāval,20.9,70.3667,26.61,68,100,3.17,IN,1637689126
Gari,59.4307,62.3497,-10.82,89,96,2.66,RU,1637689126
Dhubri,26.0333,89.9667,19.08,75,0,2.6,IN,1637689127
Kyzyl-Suu,42.3414,78.0056,-0.38,41,1,3.6,KG,1637689127
Neiafu,-18.65,-173.9833,23.38,94,20,0.0,TO,1637689128
Arequipa,-16.3989,-71.535,22.04,21,40,5.66,PE,1637688920
Locri,38.2414,16.2623,17.68,79,74,1.24,IT,1637689128
Tolaga Bay,-38.3667,178.3,13.09,86,84,4.49,NZ,1637689128
