City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Bandarbeyla,9.4942,50.8122,82.4,70,100,16.71,SO,1637910887
Demba,-5.51,22.2667,68.32,100,100,1.3,CD,1637910887
Tazmalt,36.3868,4.3989,46.72,85,7,6.13,DZ,1637910888
Polunochnoye,60.8697,60.4153,12.78,82,100,3.31,RU,1637910888
Mirny,62.5353,113.9611,8.89,97,100,5.08,RU,1637910888
Tadine,-21.55,167.8833,77.43,84,12,10.02,NC,1637910889
Virbalis,54.6267,22.8169,37.51,81,100,14.29,LT,1637910889
Sīrjān,29.452,55.6814,60.78,15,0,1.68,IR,1637910890
Auki,-8.7676,160.7034,80.49,82,61,1.12,SB,1637910890
Reyes,-14.3167,-67.3833,73.98,85,100,0.98,BO,1637910890
Klyuchi,52.2667,79.1667,13.42,82,37,10.49,RU,1637910891
Punjai Puliyampatti,11.35,77.2,79.84,80,100,5.5,IN,1637910891
Ōfunato,39.0717,141.7167,41.61,71,26,16.62,JP,1637910892
Murgab,37.4966,61.9714,49.12,33,100,6.85,TM,1637910892
Puksoozero,62.5903,40.6066,32.11,99,100,5.28,RU,1637910892
Miyako,39.6367,141.9525,42.17,61,10,15.03,JP,1637910893
Road Town,18.4167,-64.6167,78.89,75,14,19.84,VG,1637910893
Morondava,-20.2833,44.2833,83.62,52,100,11.23,MG,1637910894
Ambam,2.3833,11.2833,71.76,88,46,1.48,CM,1637910894
Roebourne,-20.7833,117.1333,92.26,27,100,11.99,AU,1637910894
Salalah,17.0151,54.0924,95.09,20,0,12.66,OM,1637910895
Simbahan,6.3032,120.5836,81.73,75,100,3.13,PH,1637910895
Ust'-Omchug,61.15,149.6333,-31.7,98,34,2.21,RU,1637910896
Khor,47.8861,134.9464,20.5,96,100,6.64,RU,1637910896
Christchurch,-43.5333,172.6333,70.0,36,95,10.36,NZ,1637910752
Vestmanna,62.1564,-7.1664,32.92,86,75,10.36,FO,1637910897
Aras,42.5617,-2.356,39.72,81,75,13.8,ES,1637910897
Ferrol,43.4832,-8.2369,49.68,80,100,14.7,ES,1637910897
Barbacoas,1.6715,-78.1398,71.6,98,100,1.97,CO,1637910898
Shetpe,44.1667,52.1167,34.54,20,64,12.35,KZ,1637910898
Chimbote,-9.0853,-78.5783,64.4,90,100,5.46,PE,1637910898
Vostok,46.4856,135.8833,13.84,96,100,3.51,RU,1637910899
Forsytheganj,52.6333,29.7333,33.89,83,100,12.33,BY,1637910899
Aklavik,68.2191,-135.0107,-1.37,96,100,17.58,CA,1637910900
Lima,-12.0432,-77.0282,64.9,85,75,10.36,PE,1637910805
Oistins,13.0667,-59.5333,77.09,94,40,5.75,BB,1637910900
Malinyi,-8.9333,36.1333,84.49,55,69,1.61,TZ,1637910901
Muisne,0.6,-80.0333,73.29,81,98,6.96,EC,1637910901
Kieta,-6.2167,155.6333,81.32,79,72,0.63,PG,1637910903
Berlevåg,70.8578,29.0864,12.15,67,0,12.66,NO,1637910903
Ürümqi,43.801,87.6005,29.35,64,100,6.71,CN,1637910845
Taldan,53.6667,124.8,11.14,69,37,3.65,RU,1637910904
Buala,-8.145,159.5921,82.8,74,36,3.85,SB,1637910904
Baruun-Urt,46.6806,113.2792,26.85,65,18,15.57,MN,1637910904
Bathsheba,13.2167,-59.5167,77.61,94,40,5.75,BB,1637910905
Kansk,56.2017,95.7175,17.02,80,81,19.3,RU,1637910905
Chifeng,42.2683,118.9636,36.36,38,0,7.43,CN,1637910905
Coahuayana Viejo,18.7333,-103.6833,70.81,84,37,3.49,MX,1637910906
Camacha,33.0833,-16.3333,58.42,59,75,18.41,PT,1637910906
Partizanskoye,55.5006,94.39,16.34,80,89,18.1,RU,1637910907
Udachny,66.4167,112.4,-13.16,100,87,4.0,RU,1637910907
Salyan,39.5936,48.9805,48.97,65,100,6.73,AZ,1637910907
Alyangula,-13.8483,136.4192,86.02,64,74,9.33,AU,1637910908
Manggar,-2.8833,108.2667,83.16,74,100,4.23,ID,1637910908
Kargopol',61.5071,38.9456,33.64,98,100,11.45,RU,1637910909
Suoyarvi,62.0833,32.35,23.14,95,100,4.5,RU,1637910909
Alihe,50.5667,123.7167,18.81,68,12,2.19,CN,1637910909
Aden,12.7794,45.0367,82.42,73,99,14.83,YE,1637910910
Valparaíso,-33.0393,-71.6273,56.84,94,20,9.22,CL,1637910727
Freeport,40.6576,-73.5832,47.37,77,90,3.44,US,1637910911
Jining,35.405,116.5814,58.57,30,0,7.99,CN,1637910911
Nyagan,62.1406,65.3936,8.08,92,23,6.51,RU,1637910911
Umluj,25.0213,37.2685,78.03,46,0,8.88,SA,1637910912
Lappeenranta,61.0587,28.1887,32.05,95,90,5.75,FI,1637910912
Lumberton,34.6182,-79.0086,53.91,83,100,11.34,US,1637910913
Tsimmerbude,54.675,20.1347,39.25,76,100,19.46,RU,1637910913
Harboøre,56.6175,8.1807,37.15,92,99,11.21,DK,1637910914
Lázaro Cárdenas,17.9583,-102.2,74.46,89,34,4.05,MX,1637910724
Mahajanga,-15.7167,46.3167,85.6,62,100,7.49,MG,1637910914
Sayyan,15.1718,44.3244,61.2,34,10,5.12,YE,1637910915
Grand Gaube,-20.0064,57.6608,84.6,63,0,10.0,MU,1637910915
Nyaunglebin,17.95,96.7333,86.32,63,30,3.4,MM,1637910916
Wanxian,30.8039,108.3897,65.41,54,18,1.77,CN,1637910916
Laas,46.6166,10.7002,40.46,94,100,3.42,IT,1637910916
Lamu,-2.2717,40.902,86.22,71,97,8.7,KE,1637910901
Kugul'ta,45.3636,42.3889,36.18,75,78,14.74,RU,1637910917
Half Moon Bay,37.4636,-122.4286,58.91,74,1,9.22,US,1637910725
Pangnirtung,66.1451,-65.7125,23.0,74,75,4.61,CA,1637910918
Arcata,40.8665,-124.0828,47.62,93,1,4.61,US,1637910861
Taiobeiras,-15.8078,-42.2331,57.65,94,100,3.51,BR,1637910919
Petrovskaya,45.4314,37.955,50.49,72,3,6.26,RU,1637910919
Fayaoué,-20.65,166.5333,80.19,76,90,13.27,NC,1637910920
Muros,42.7762,-9.0603,49.84,86,100,8.32,ES,1637910920
Zadar,44.1197,15.2422,54.64,100,75,1.14,HR,1637910920
Ereymentau,51.6199,73.1033,12.36,79,77,17.49,KZ,1637910921
Tautira,-17.7333,-149.15,80.62,78,31,17.76,PF,1637910921
Cairns,-16.9167,145.7667,83.95,85,75,2.3,AU,1637910869
Wilmington,34.2257,-77.9447,59.86,82,1,8.05,US,1637910670
Avera,33.194,-82.5271,57.7,84,100,10.2,US,1637910922
Altay,47.8667,88.1167,31.86,97,100,3.83,CN,1637910922
Sukhumi,43.0033,41.0153,50.79,49,100,1.61,GE,1637910924
Paracatu,-17.2222,-46.8747,69.57,68,100,2.04,BR,1637910924
Devonport,-41.1667,146.35,63.09,56,25,12.97,AU,1637910924
Wanning,18.8003,110.3967,76.77,61,100,15.5,CN,1637910925
Chara,56.9064,118.2631,-0.29,87,77,1.1,RU,1637910925
Morehead,37.2711,-87.1764,30.94,78,0,5.99,US,1637910926
Pundaguitan,6.3711,126.1689,80.74,78,100,2.57,PH,1637910926
Jalu,29.0331,21.5482,73.92,22,4,18.43,LY,1637910926
Itoman,26.1247,127.6694,73.42,56,75,11.5,JP,1637910927
Kelowna,49.8831,-119.4857,42.51,70,100,3.15,CA,1637910880
Staraya Kulatka,52.7167,47.6167,27.55,93,35,9.91,RU,1637910927
Port Hedland,-20.3167,118.5667,91.45,31,100,14.97,AU,1637910928
Alofi,-19.0595,-169.9187,76.89,94,60,2.3,NU,1637910928
Yarmouth,41.7057,-70.2286,50.14,59,75,5.75,US,1637910928
Xambioá,-6.4111,-48.5364,73.31,95,99,0.81,BR,1637910929
Nemuro,43.3236,145.575,36.03,58,69,20.96,JP,1637910929
Omboué,-1.5746,9.2618,79.81,84,75,5.03,GA,1637910929
Constitución,-35.3333,-72.4167,56.03,69,0,7.52,CL,1637910930
Vysokogornyy,50.1167,139.15,20.21,95,100,5.06,RU,1637910930
Deming,32.2687,-107.7586,45.25,61,75,8.05,US,1637910931
